city,time,pm2_5,pm10,ozone
kolkata,2025-12-13 23:00:00,112.0,115.9,36
kolkata,2025-12-14 00:00:00,114.8,118.7,40
hyderabad,2025-12-14 00:00:00,45.8,47.4,112
mumbai,2025-12-14 00:00:00,42.6,43.4,52
bangalore,2025-12-14 00:00:00,39.1,42.3,85
mumbai,2025-12-14 00:00:00,42.6,43.4,52
bangalore,2025-12-14 00:00:00,39.1,42.3,85
delhi,2025-12-14 00:00:00,189.1,189.5,40
delhi,2025-12-14 00:00:00,189.1,189.5,40
hyderabad,2025-12-14 00:00:00,45.8,47.4,112
mumbai,2025-12-14 01:00:00,42.4,43.2,43
delhi,2025-12-14 01:00:00,197.0,197.4,30
bangalore,2025-12-14 01:00:00,45.3,48.7,79
bangalore,2025-12-14 01:00:00,45.3,48.7,79
mumbai,2025-12-14 01:00:00,42.4,43.2,43
delhi,2025-12-14 01:00:00,197.0,197.4,30
hyderabad,2025-12-14 01:00:00,50.1,51.6,108
kolkata,2025-12-14 01:00:00,123.9,128.5,58
hyderabad,2025-12-14 01:00:00,50.1,51.6,108
bangalore,2025-12-14 02:00:00,50.8,53.9,71
hyderabad,2025-12-14 02:00:00,59.8,61.2,101
mumbai,2025-12-14 02:00:00,45.2,45.9,34
mumbai,2025-12-14 02:00:00,45.2,45.9,34
bangalore,2025-12-14 02:00:00,50.8,53.9,71
hyderabad,2025-12-14 02:00:00,59.8,61.2,101
delhi,2025-12-14 02:00:00,218.4,218.9,21
delhi,2025-12-14 02:00:00,218.4,218.9,21
kolkata,2025-12-14 02:00:00,122.5,126.7,84
bangalore,2025-12-14 03:00:00,45.4,47.7,71
hyderabad,2025-12-14 03:00:00,52.7,53.8,102
delhi,2025-12-14 03:00:00,241.2,242.1,38
hyderabad,2025-12-14 03:00:00,52.7,53.8,102
delhi,2025-12-14 03:00:00,241.2,242.1,38
bangalore,2025-12-14 03:00:00,45.4,47.7,71
mumbai,2025-12-14 03:00:00,48.1,48.8,42
mumbai,2025-12-14 03:00:00,48.1,48.8,42
kolkata,2025-12-14 03:00:00,105.9,108.5,112
bangalore,2025-12-14 04:00:00,31.9,34.7,86
hyderabad,2025-12-14 04:00:00,34.7,36.0,119
mumbai,2025-12-14 04:00:00,48.8,49.6,74
mumbai,2025-12-14 04:00:00,48.8,49.6,74
delhi,2025-12-14 04:00:00,198.8,199.3,105
bangalore,2025-12-14 04:00:00,31.9,34.7,86
kolkata,2025-12-14 04:00:00,84.3,86.6,143
delhi,2025-12-14 04:00:00,198.8,199.3,105
hyderabad,2025-12-14 04:00:00,34.7,36.0,119
kolkata,2025-12-14 05:00:00,58.3,61.5,176
delhi,2025-12-14 05:00:00,167.6,168.1,199
mumbai,2025-12-14 05:00:00,48.9,49.9,121
bangalore,2025-12-14 05:00:00,23.9,25.9,109
hyderabad,2025-12-14 05:00:00,31.5,32.9,143
mumbai,2025-12-14 05:00:00,48.9,49.9,121
delhi,2025-12-14 05:00:00,167.6,168.1,199
bangalore,2025-12-14 05:00:00,23.9,25.9,109
hyderabad,2025-12-14 05:00:00,31.5,32.9,143
delhi,2025-12-14 06:00:00,140.2,140.6,269
delhi,2025-12-14 06:00:00,140.2,140.6,269
bangalore,2025-12-14 06:00:00,19.2,21.1,126
hyderabad,2025-12-14 06:00:00,27.9,29.3,161
bangalore,2025-12-14 06:00:00,19.2,21.1,126
kolkata,2025-12-14 06:00:00,44.0,47.6,201
mumbai,2025-12-14 06:00:00,50.4,51.5,175
mumbai,2025-12-14 06:00:00,50.4,51.5,175
hyderabad,2025-12-14 06:00:00,27.9,29.3,161
hyderabad,2025-12-14 07:00:00,26.6,28.0,168
kolkata,2025-12-14 07:00:00,39.1,43.1,215
delhi,2025-12-14 07:00:00,118.0,119.2,298
mumbai,2025-12-14 07:00:00,58.1,59.3,242
hyderabad,2025-12-14 07:00:00,26.6,28.0,168
bangalore,2025-12-14 07:00:00,16.7,18.9,134
mumbai,2025-12-14 07:00:00,58.1,59.3,242
delhi,2025-12-14 07:00:00,118.0,119.2,298
bangalore,2025-12-14 07:00:00,16.7,18.9,134
bangalore,2025-12-14 08:00:00,15.9,18.3,136
delhi,2025-12-14 08:00:00,102.7,104.1,305
kolkata,2025-12-14 08:00:00,38.5,42.6,221
delhi,2025-12-14 08:00:00,102.7,104.1,305
bangalore,2025-12-14 08:00:00,15.9,18.3,136
hyderabad,2025-12-14 08:00:00,26.1,27.7,170
mumbai,2025-12-14 08:00:00,70.5,71.7,316
hyderabad,2025-12-14 08:00:00,26.1,27.7,170
mumbai,2025-12-14 08:00:00,70.5,71.7,316
hyderabad,2025-12-14 09:00:00,26.0,27.6,166
kolkata,2025-12-14 09:00:00,38.6,42.8,217
mumbai,2025-12-14 09:00:00,74.5,75.7,362
hyderabad,2025-12-14 09:00:00,26.0,27.6,166
delhi,2025-12-14 09:00:00,94.1,95.2,295
bangalore,2025-12-14 09:00:00,15.5,18.0,132
mumbai,2025-12-14 09:00:00,74.5,75.7,362
delhi,2025-12-14 09:00:00,94.1,95.2,295
bangalore,2025-12-14 09:00:00,15.5,18.0,132
mumbai,2025-12-14 10:00:00,69.8,71.0,362
hyderabad,2025-12-14 10:00:00,25.7,27.5,157
bangalore,2025-12-14 10:00:00,15.8,18.0,120
kolkata,2025-12-14 10:00:00,39.8,43.9,200
bangalore,2025-12-14 10:00:00,15.8,18.0,120
hyderabad,2025-12-14 10:00:00,25.7,27.5,157
mumbai,2025-12-14 10:00:00,69.8,71.0,362
delhi,2025-12-14 10:00:00,89.4,90.8,265
delhi,2025-12-14 10:00:00,89.4,90.8,265
bangalore,2025-12-14 11:00:00,16.9,18.9,101
bangalore,2025-12-14 11:00:00,16.9,18.9,101
mumbai,2025-12-14 11:00:00,63.3,64.5,336
delhi,2025-12-14 11:00:00,99.0,100.1,219
mumbai,2025-12-14 11:00:00,63.3,64.5,336
delhi,2025-12-14 11:00:00,99.0,100.1,219
hyderabad,2025-12-14 11:00:00,26.0,27.8,142
kolkata,2025-12-14 11:00:00,61.7,65.2,175
hyderabad,2025-12-14 11:00:00,26.0,27.8,142
hyderabad,2025-12-14 12:00:00,31.2,32.6,126
bangalore,2025-12-14 12:00:00,23.3,24.9,83
delhi,2025-12-14 12:00:00,130.4,131.8,173
delhi,2025-12-14 12:00:00,130.4,131.8,173
hyderabad,2025-12-14 12:00:00,31.2,32.6,126
mumbai,2025-12-14 12:00:00,60.8,61.9,305
bangalore,2025-12-14 12:00:00,23.3,24.9,83
kolkata,2025-12-14 12:00:00,89.4,92.9,148
mumbai,2025-12-14 12:00:00,60.8,61.9,305
hyderabad,2025-12-14 13:00:00,38.1,39.6,107
hyderabad,2025-12-14 13:00:00,38.1,39.6,107
mumbai,2025-12-14 13:00:00,56.5,58.0,275
bangalore,2025-12-14 13:00:00,32.5,34.0,66
mumbai,2025-12-14 13:00:00,56.5,58.0,275
kolkata,2025-12-14 13:00:00,113.9,117.3,122
delhi,2025-12-14 13:00:00,161.1,162.1,128
bangalore,2025-12-14 13:00:00,32.5,34.0,66
delhi,2025-12-14 13:00:00,161.1,162.1,128
mumbai,2025-12-14 14:00:00,51.1,52.9,242
mumbai,2025-12-14 14:00:00,51.1,52.9,242
hyderabad,2025-12-14 14:00:00,42.5,43.9,86
bangalore,2025-12-14 14:00:00,36.6,38.0,49
hyderabad,2025-12-14 14:00:00,42.5,43.9,86
bangalore,2025-12-14 14:00:00,36.6,38.0,49
delhi,2025-12-14 14:00:00,190.9,191.9,83
delhi,2025-12-14 14:00:00,190.9,191.9,83
kolkata,2025-12-14 14:00:00,133.2,136.4,95
mumbai,2025-12-14 15:00:00,46.3,48.2,212
hyderabad,2025-12-14 15:00:00,45.6,47.0,72
kolkata,2025-12-14 15:00:00,145.3,148.5,74
delhi,2025-12-14 15:00:00,215.6,216.5,49
bangalore,2025-12-14 15:00:00,37.3,38.5,40
bangalore,2025-12-14 15:00:00,37.3,38.5,40
mumbai,2025-12-14 15:00:00,46.3,48.2,212
hyderabad,2025-12-14 15:00:00,45.6,47.0,72
delhi,2025-12-14 15:00:00,215.6,216.5,49
kolkata,2025-12-14 16:00:00,152.7,156.5,62
hyderabad,2025-12-14 16:00:00,48.3,49.7,68
bangalore,2025-12-14 16:00:00,37.3,38.4,45
delhi,2025-12-14 16:00:00,236.6,237.5,32
delhi,2025-12-14 16:00:00,236.6,237.5,32
mumbai,2025-12-14 16:00:00,42.0,43.9,189
mumbai,2025-12-14 16:00:00,42.0,43.9,189
hyderabad,2025-12-14 16:00:00,48.3,49.7,68
bangalore,2025-12-14 16:00:00,37.3,38.4,45
delhi,2025-12-14 17:00:00,252.4,253.3,27
mumbai,2025-12-14 17:00:00,38.8,40.4,171
kolkata,2025-12-14 17:00:00,155.5,160.7,57
bangalore,2025-12-14 17:00:00,37.4,38.5,59
bangalore,2025-12-14 17:00:00,37.4,38.5,59
hyderabad,2025-12-14 17:00:00,49.9,51.3,71
hyderabad,2025-12-14 17:00:00,49.9,51.3,71
delhi,2025-12-14 17:00:00,252.4,253.3,27
mumbai,2025-12-14 17:00:00,38.8,40.4,171
hyderabad,2025-12-14 18:00:00,50.3,51.8,75
bangalore,2025-12-14 18:00:00,37.3,38.3,70
delhi,2025-12-14 18:00:00,258.0,259.8,24
kolkata,2025-12-14 18:00:00,153.7,159.3,52
mumbai,2025-12-14 18:00:00,36.1,37.4,154
delhi,2025-12-14 18:00:00,258.0,259.8,24
mumbai,2025-12-14 18:00:00,36.1,37.4,154
hyderabad,2025-12-14 18:00:00,50.3,51.8,75
bangalore,2025-12-14 18:00:00,37.3,38.3,70
hyderabad,2025-12-14 19:00:00,49.9,51.5,80
hyderabad,2025-12-14 19:00:00,49.9,51.5,80
mumbai,2025-12-14 19:00:00,33.9,35.0,139
delhi,2025-12-14 19:00:00,253.3,254.3,22
kolkata,2025-12-14 19:00:00,151.3,156.9,47
bangalore,2025-12-14 19:00:00,36.6,37.7,76
delhi,2025-12-14 19:00:00,253.3,254.3,22
mumbai,2025-12-14 19:00:00,33.9,35.0,139
bangalore,2025-12-14 19:00:00,36.6,37.7,76
delhi,2025-12-14 20:00:00,243.1,244.9,22
bangalore,2025-12-14 20:00:00,36.4,37.5,80
hyderabad,2025-12-14 20:00:00,50.3,51.9,87
mumbai,2025-12-14 20:00:00,33.1,34.2,126
bangalore,2025-12-14 20:00:00,36.4,37.5,80
hyderabad,2025-12-14 20:00:00,50.3,51.9,87
mumbai,2025-12-14 20:00:00,33.1,34.2,126
kolkata,2025-12-14 20:00:00,150.4,156.0,44
delhi,2025-12-14 20:00:00,243.1,244.9,22
delhi,2025-12-14 21:00:00,230.5,231.4,24
mumbai,2025-12-14 21:00:00,33.9,34.9,114
bangalore,2025-12-14 21:00:00,36.7,37.8,83
kolkata,2025-12-14 21:00:00,151.8,157.4,40
hyderabad,2025-12-14 21:00:00,51.0,52.7,93
delhi,2025-12-14 21:00:00,230.5,231.4,24
hyderabad,2025-12-14 21:00:00,51.0,52.7,93
bangalore,2025-12-14 21:00:00,36.7,37.8,83
mumbai,2025-12-14 21:00:00,33.9,34.9,114
hyderabad,2025-12-14 22:00:00,51.8,53.6,98
kolkata,2025-12-14 22:00:00,154.6,160.2,31
hyderabad,2025-12-14 22:00:00,51.8,53.6,98
bangalore,2025-12-14 22:00:00,37.6,38.9,83
bangalore,2025-12-14 22:00:00,37.6,38.9,83
delhi,2025-12-14 22:00:00,214.7,215.6,26
mumbai,2025-12-14 22:00:00,34.9,36.0,101
delhi,2025-12-14 22:00:00,214.7,215.6,26
mumbai,2025-12-14 22:00:00,34.9,36.0,101
mumbai,2025-12-14 23:00:00,36.6,37.5,88
bangalore,2025-12-14 23:00:00,40.3,41.8,82
delhi,2025-12-14 23:00:00,196.5,197.4,29
hyderabad,2025-12-14 23:00:00,52.6,54.4,102
kolkata,2025-12-14 23:00:00,156.5,161.6,21
mumbai,2025-12-14 23:00:00,36.6,37.5,88
hyderabad,2025-12-14 23:00:00,52.6,54.4,102
delhi,2025-12-14 23:00:00,196.5,197.4,29
bangalore,2025-12-14 23:00:00,40.3,41.8,82
bangalore,2025-12-15 00:00:00,44.7,46.3,82
kolkata,2025-12-15 00:00:00,156.5,161.6,24
delhi,2025-12-15 00:00:00,181.6,182.5,32
mumbai,2025-12-15 00:00:00,38.0,38.8,78
hyderabad,2025-12-15 00:00:00,54.4,56.1,104
hyderabad,2025-12-15 00:00:00,54.4,56.1,104
mumbai,2025-12-15 00:00:00,38.0,38.8,78
delhi,2025-12-15 00:00:00,181.6,182.5,32
bangalore,2025-12-15 00:00:00,44.7,46.3,82
bangalore,2025-12-15 01:00:00,49.1,50.9,85
delhi,2025-12-15 01:00:00,177.9,178.8,31
mumbai,2025-12-15 01:00:00,39.7,40.5,65
mumbai,2025-12-15 01:00:00,39.7,40.5,65
hyderabad,2025-12-15 01:00:00,59.3,61.0,101
hyderabad,2025-12-15 01:00:00,59.3,61.0,101
bangalore,2025-12-15 01:00:00,49.1,50.9,85
delhi,2025-12-15 01:00:00,177.9,178.8,31
kolkata,2025-12-15 01:00:00,162.1,167.6,47
bangalore,2025-12-15 02:00:00,50.6,52.7,90
hyderabad,2025-12-15 02:00:00,69.6,71.5,97
bangalore,2025-12-15 02:00:00,50.6,52.7,90
kolkata,2025-12-15 02:00:00,156.5,161.6,83
mumbai,2025-12-15 02:00:00,44.0,44.9,54
delhi,2025-12-15 02:00:00,185.8,187.2,31
hyderabad,2025-12-15 02:00:00,69.6,71.5,97
delhi,2025-12-15 02:00:00,185.8,187.2,31
mumbai,2025-12-15 02:00:00,44.0,44.9,54
mumbai,2025-12-15 03:00:00,49.1,50.1,61
mumbai,2025-12-15 03:00:00,49.1,50.1,61
delhi,2025-12-15 03:00:00,183.0,183.9,46
bangalore,2025-12-15 03:00:00,50.3,52.2,98
delhi,2025-12-15 03:00:00,183.0,183.9,46
hyderabad,2025-12-15 03:00:00,58.0,59.1,101
kolkata,2025-12-15 03:00:00,126.7,129.9,117
hyderabad,2025-12-15 03:00:00,58.0,59.1,101
bangalore,2025-12-15 03:00:00,50.3,52.2,98
delhi,2025-12-15 04:00:00,158.3,159.3,93
hyderabad,2025-12-15 04:00:00,41.6,43.0,121
mumbai,2025-12-15 04:00:00,52.6,53.6,97
bangalore,2025-12-15 04:00:00,46.0,48.1,112
mumbai,2025-12-15 04:00:00,52.6,53.6,97
kolkata,2025-12-15 04:00:00,95.2,98.3,148
delhi,2025-12-15 04:00:00,158.3,159.3,93
hyderabad,2025-12-15 04:00:00,41.6,43.0,121
bangalore,2025-12-15 04:00:00,46.0,48.1,112
bangalore,2025-12-15 05:00:00,39.2,41.7,129
mumbai,2025-12-15 05:00:00,53.4,54.6,151
hyderabad,2025-12-15 05:00:00,36.9,38.3,148
hyderabad,2025-12-15 05:00:00,36.9,38.3,148
mumbai,2025-12-15 05:00:00,53.4,54.6,151
bangalore,2025-12-15 05:00:00,39.2,41.7,129
kolkata,2025-12-15 05:00:00,57.0,60.8,178
delhi,2025-12-15 05:00:00,131.3,132.2,156
delhi,2025-12-15 05:00:00,131.3,132.2,156
mumbai,2025-12-15 06:00:00,54.4,55.6,205
kolkata,2025-12-15 06:00:00,38.1,42.3,201
mumbai,2025-12-15 06:00:00,54.4,55.6,205
hyderabad,2025-12-15 06:00:00,33.9,35.4,168
delhi,2025-12-15 06:00:00,93.6,95.2,200
bangalore,2025-12-15 06:00:00,32.4,34.9,141
hyderabad,2025-12-15 06:00:00,33.9,35.4,168
delhi,2025-12-15 06:00:00,93.6,95.2,200
bangalore,2025-12-15 06:00:00,32.4,34.9,141
delhi,2025-12-15 07:00:00,64.0,65.7,210
hyderabad,2025-12-15 07:00:00,32.6,34.2,174
bangalore,2025-12-15 07:00:00,26.9,29.4,144
mumbai,2025-12-15 07:00:00,57.6,58.9,263
hyderabad,2025-12-15 07:00:00,32.6,34.2,174
kolkata,2025-12-15 07:00:00,35.5,39.8,215
mumbai,2025-12-15 07:00:00,57.6,58.9,263
delhi,2025-12-15 07:00:00,64.0,65.7,210
bangalore,2025-12-15 07:00:00,26.9,29.4,144
delhi,2025-12-15 08:00:00,49.4,51.1,201
bangalore,2025-12-15 08:00:00,23.3,25.8,141
hyderabad,2025-12-15 08:00:00,32.4,34.0,172
mumbai,2025-12-15 08:00:00,69.2,70.5,322
bangalore,2025-12-15 08:00:00,23.3,25.8,141
delhi,2025-12-15 08:00:00,49.4,51.1,201
mumbai,2025-12-15 08:00:00,69.2,70.5,322
hyderabad,2025-12-15 08:00:00,32.4,34.0,172
kolkata,2025-12-15 08:00:00,35.4,39.6,220
mumbai,2025-12-15 09:00:00,74.7,75.9,353
bangalore,2025-12-15 09:00:00,21.9,24.5,136
hyderabad,2025-12-15 09:00:00,32.2,34.0,167
bangalore,2025-12-15 09:00:00,21.9,24.5,136
hyderabad,2025-12-15 09:00:00,32.2,34.0,167
delhi,2025-12-15 09:00:00,44.4,46.1,185
delhi,2025-12-15 09:00:00,44.4,46.1,185
mumbai,2025-12-15 09:00:00,74.7,75.9,353
kolkata,2025-12-15 09:00:00,35.3,39.3,216
bangalore,2025-12-15 10:00:00,22.4,25.0,127
hyderabad,2025-12-15 10:00:00,32.5,34.2,156
delhi,2025-12-15 10:00:00,43.3,44.9,162
kolkata,2025-12-15 10:00:00,36.2,40.0,194
bangalore,2025-12-15 10:00:00,22.4,25.0,127
delhi,2025-12-15 10:00:00,43.3,44.9,162
mumbai,2025-12-15 10:00:00,69.8,71.2,333
mumbai,2025-12-15 10:00:00,69.8,71.2,333
hyderabad,2025-12-15 10:00:00,32.5,34.2,156
mumbai,2025-12-15 11:00:00,58.1,59.6,285
hyderabad,2025-12-15 11:00:00,33.3,35.0,142
delhi,2025-12-15 11:00:00,45.4,46.8,132
delhi,2025-12-15 11:00:00,45.4,46.8,132
bangalore,2025-12-15 11:00:00,24.2,26.6,115
mumbai,2025-12-15 11:00:00,58.1,59.6,285
kolkata,2025-12-15 11:00:00,52.0,54.9,162
bangalore,2025-12-15 11:00:00,24.2,26.6,115
hyderabad,2025-12-15 11:00:00,33.3,35.0,142
bangalore,2025-12-15 12:00:00,28.9,30.7,107
delhi,2025-12-15 12:00:00,56.9,58.1,111
hyderabad,2025-12-15 12:00:00,37.1,38.5,131
mumbai,2025-12-15 12:00:00,51.0,52.6,248
kolkata,2025-12-15 12:00:00,76.1,78.9,138
bangalore,2025-12-15 12:00:00,28.9,30.7,107
mumbai,2025-12-15 12:00:00,51.0,52.6,248
delhi,2025-12-15 12:00:00,56.9,58.1,111
hyderabad,2025-12-15 12:00:00,37.1,38.5,131
